"codprod";"descricao_produto";"unidade";"data_saida";"quantidade";"preco_custo";"preco_vendido";"valor_desconto";"nome_cliente";"cidade_cliente";"bairro_cliente";"vendedor"
"01618";JOELHO SOLD.20MM 90G KRONA;UN ;2024-03-21;1.000;0.260;0.650000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;GABRIEL
"01618";JOELHO SOLD.20MM 90G KRONA;UN ;2024-06-04;3.000;0.246;0.650000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ALEXANDRE
"19757";CORANTE LIQ.VERDE XADREZ       50G;UN ;2023-09-03;2.000;3.430;7.990000;0.23;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ADEMILSON
"03384";ISOLADOR MONOF.2LIN C/PREGO GALVANIZADO;UN ;2024-01-25;25.000;0.242;0.550000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ADEMILSON
"00732";TOMADA 2P+T LUX2 10A;UN ;2024-01-25;2.000;2.890;9.250000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ADEMILSON
"16939";FITA CREPE TIGRE 24MMX50M;UN ;2023-10-12;1.000;3.050;8.250000;0.07;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;EMANUELLE
"12250";PARAFUSO TELHA 5/16X110 C/PVC CISER;UN ;2023-10-02;15.000;0.671;1.650000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ADEMILSON
"15292";SUPORTE DE TV MINI;UN ;2023-12-06;1.000;7.697;20.890000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ADEMILSON
"14959";CHAVE TESTE 100-500V;UN ;2024-01-09;1.000;2.019;5.490000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ADEMILSON
"00208";CABO FLEXMEGA 4MM VERDE BOBINA;MT ;2024-07-17;10.000;2.090;4.790000;0.92;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ALEXANDRE
"19096";PISO POINTER SACRA GRIGIO 30X60 BR CX2,37M;MT ;2023-11-10;4.740;15.812;41.750000;4.14;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;INGRID
"20617";CABO FLEXMEGA BWF 70C 450/750V CO-EXTRUSADO 4,0MM BR BOB;MT ;2024-07-17;10.000;2.000;4.390000;0.84;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ALEXANDRE
"19482";PRIMER 3,6L ECO PT VEDACIT;UN ;2023-11-23;1.000;46.763;109.990000;5.50;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ADEMILSON
"07051";REGISTRO DE PRESSAO 3/4 DN20 C33;UN ;2023-11-09;1.000;30.066;81.640000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ADEMILSON
"07051";REGISTRO DE PRESSAO 3/4 DN20 C33;UN ;2023-11-09;1.000;30.066;81.640000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ADEMILSON
"00198";COLA P/ CANO PVC 75G  POLYTUBES;UN ;2023-10-14;1.000;2.853;7.400000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;INGRID
"01680";ADAPTADOR P/CX DAGUA 32X1 FORTLEV;UN ;2023-10-14;1.000;8.372;23.450000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;INGRID
"00198";COLA P/ CANO PVC 75G  POLYTUBES;UN ;2023-10-14;1.000;2.853;7.400000;0.03;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;INGRID
"02712";ADAPTADOR P/CX DAGUA 50X1.1/2 KRONA;UN ;2023-10-14;1.000;10.642;35.750000;0.12;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;INGRID
"17710";CESTO ORGANIZADOR RETANGULAR SANREMO 22L;UN ;2024-02-03;1.000;19.823;43.620000;2.18;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;INGRID
"20176";BUCHA FIX PLAST 3 50PC GESSO BR IVPLAS;UN ;2024-04-04;1.000;0.245;0.550000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ADRYAN
"05799";CJ 2 INTER.SIMPLES 6A+TOMADA 2P+T 10A;UN ;2023-10-12;1.000;8.278;20.890000;0.18;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;INGRID
"02565";BUCHA PLASTICA C/ANEL 10MM VONDER;UN ;2023-12-11;4.000;0.050;0.150000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;YANKC
"04107";ANEL DE VEDACAO C/GUIA TIGRE;UN ;2023-12-11;1.000;5.260;9.990000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;YANKC
"20063";PISO HD 240.010 M EXTRA;MT ;2023-11-10;2.020;13.085;33.490000;1.41;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;INGRID
"08975";LUVA SOLD.25X3/4 LATAO TIGRE;UN ;2023-11-09;1.000;2.937;7.510000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ADEMILSON
"01688";BUCHA RED.25X20MM SOLD TIGRE;UN ;2023-10-10;1.000;0.221;0.790000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;INGRID
"08975";LUVA SOLD.25X3/4 LATAO TIGRE;UN ;2023-11-09;1.000;2.937;7.510000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ADEMILSON
"02127";JOELHO ESG.100MM 45G KRONA;UN ;2024-06-04;1.000;2.691;5.500000;0.01;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ALEXANDRE
"18262";MINI DISJUNTOR MONO-POLAR 25A 230-400V CURVA C-1UND;UN ;2024-07-17;1.000;5.214;20.350000;0.39;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ALEXANDRE
"00097";LUVA SOLD.50MM KRONA;UN ;2023-11-20;1.000;2.089;5.750000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;EMANUELLE
"18589";TOALHA EM ROLO DEKORAMA SOFT EST RIPAS IMBUIA L.1,40;MT ;2024-04-03;1.000;10.360;26.950000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ADEMILSON
"06548";PAINEL LED 24W LUX QUADRADO EMBUTIR;UN ;2023-11-15;1.000;22.459;60.500000;3.03;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ADEMILSON
"20796";**BULE VIENA 0,75L VERMELHO VELVET ;UN ;2024-04-30;1.000;12.510;24.990000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;EMANUELLE
"20766";**ARGAMASSA DURAMAX ACII 15KG;UN ;2024-05-03;3.000;9.000;14.990000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;INGRID
"00066";REGISTRO ESF.50MM HERC;UN ;2023-10-05;1.000;15.702;33.260000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ADEMILSON
"20766";**ARGAMASSA DURAMAX ACII 15KG;UN ;2024-05-05;1.000;9.000;14.990000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ADRYAN
"08203";SPOT EMBUTIR QUADRAD.ALLTOP LED MR16 5W 6500K;UN ;2023-11-15;5.000;5.846;16.500000;4.12;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ADEMILSON
"09440";PARAF SEXT.ROSCA SOB.1/4X35 VD;UN ;2023-10-05;5.000;0.216;0.830000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ADEMILSON
"05317";ANEL DE VEDACAO P/ESG.100MM AMANCO;UN ;2024-06-04;1.000;1.110;3.850000;0.01;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ALEXANDRE
"14623";BOMBA AR VERT PLASTICA DE MAO. 50 CM;UN ;2024-06-16;1.000;7.435;18.770000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ADEMILSON
"00719";TINTA HPISO AMARELO DEMARCACAO 3.6L;UN ;2024-06-02;1.000;35.216;61.900000;1.90;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ADEMILSON
"01694";LUVA SOLD.20MM KRONA;UN ;2024-06-16;8.000;0.263;0.650000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ADEMILSON
"13658";PARAFUSO CHIPBOARD CH PH 4,5X30 PS BC CISER;UN ;2024-04-01;18.000;0.048;0.170000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ADEMILSON
"20766";**ARGAMASSA DURAMAX ACII 15KG;UN ;2024-05-19;1.000;9.000;14.990000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ADRYAN
"20205";ABRACAD ZINCADA U  3/4 MONTEC C100;UN ;2024-04-01;9.000;0.220;0.750000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ADEMILSON
"19927";TE RED SOLD - 40 X 32MM;UN ;2024-04-01;1.000;4.466;8.990000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ADEMILSON
"17230";SUPER MANTA DURAFIX LIQ 3,6L;UN ;2024-04-06;1.000;57.614;101.400000;1.40;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;INGRID
"09006";ASSENTO SANT. ECO UNIVERSAL BRANCO;PC ;2024-04-16;1.000;19.470;29.990000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;EMANUELLE
"20961";SOLID - CHAVE DE FENDA 1/4 X 5;UN ;2024-07-15;1.000;2.090;4.990000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;INGRID
"16018";BULE VIENA COM GATILHO 1L METALIZADO FRENCH GOLD;UN ;2024-04-08;1.000;33.980;78.090000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;EMANUELLE
"19913";ARMARIO P/ BANHEIRO TIVOLI CZ;PC ;2023-09-26;1.000;21.280;52.990000;0.99;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;YANKC
"04994";VEDACIT 3.6L IMPERMEB.CONC.ARG.;GL ;2023-09-26;1.000;26.888;68.990000;0.99;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;YANKC
"09246";ABRACADEIRA DE NYLON 200X4,8MM FOXLUX PR COD.18.17;UN ;2023-12-18;3.000;0.086;0.350000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ADEMILSON
"04747";GANCHO C/BUCHA ZINCADO N.10 VONDER;PC ;2023-12-17;12.000;0.584;1.760000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ADEMILSON
"15132";FECH.  603/11 BUZ.74MM 1/2 MAC. ESP. INOX;UN ;2023-12-05;1.000;43.578;78.750000;3.94;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;YANKC
"20766";**ARGAMASSA DURAMAX ACII 15KG;UN ;2024-05-05;1.000;9.000;14.990000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ADEMILSON
"00999";MASSA CORRIDA HIDRACOR PREMIUN 5.5KG;UN ;2023-12-10;2.000;10.031;24.050000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ADEMILSON
"20255";PARAFUSO LAT BACIA B10 BOGNAR;UN ;2023-12-11;4.000;3.565;6.250000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;YANKC
"19853";BUCHA PLASTICA C/ANEL 8MM;UN ;2024-04-08;42.000;0.025;0.100000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;EMANUELLE
"13664";BUCHA PLASTICA C/ANEL 10MM ;UN ;2023-12-17;12.000;0.068;0.220000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ADEMILSON
"16512";"FERR. 500 X 3"" ZINC";UN ;2023-12-18;2.000;2.186;4.620000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;INGRID
"00658";MASSA CORRIDA HIDRACOR 25KG;UN ;2024-06-21;1.000;28.528;59.990000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ADEMILSON
"07976";ARAME REVESTIDO PVC VERDE BWG 18 VONDER;UN ;2024-06-04;1.000;11.037;24.990000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ALEXANDRE
"01855";ELETRODUTO CORRUG 25MMX50M 3/4 TIGRE;MT ;2024-07-15;35.000;0.819;2.310000;0.85;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ADEMILSON
"03409";CADEADO PADO 60MM;UN ;2024-07-21;2.000;34.170;104.490000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;BRENO
"20502";** CIMENTO APODI 50KG;UN ;2024-05-01;2.000;39.600;40.990000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;INGRID
"00973";CHUVEIRO BCO S/REG HERC 1/2 30CM 2318;UN ;2023-08-18;1.000;3.678;8.530000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ADEMILSON
"19091";REGISTRO PRESSAO 3/4 DN 20 C40 TP;UN ;2023-08-10;1.000;32.579;78.840000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;YANKC
"03434";BOCAL SOQUETE C/RABICHO PRETO FIXO DECORLUX;UN ;2024-06-10;1.000;1.150;3.300000;0.07;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;EMANUELLE
"16924";TRINCHA MEDIA 519-1.1/2 SINTETICO PRETO;UN ;2023-09-03;1.000;2.688;6.990000;0.10;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ADEMILSON
"18298";FITA CREPE 710 18MM X 50 M ADELBRAS;UN ;2023-09-03;1.000;2.190;5.780000;0.08;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ADEMILSON
"00236";FITA ISOLANTE 18MMX10M IMPERIAL;UN ;2023-09-03;1.000;2.178;5.990000;0.09;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ADEMILSON
"18012";FITA ISOLANTE 18MM X 10M VERDE;UN ;2023-09-03;1.000;1.438;4.390000;0.06;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ADEMILSON
"06059";DISCO DE CORTE 4.1/2X1.0X22.2 INOX STARR;UN ;2023-09-03;1.000;1.379;3.850000;0.06;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ADEMILSON
"18154";DISCO FLAP MOD. STARRETT EM FIBRA DE VIDRO CONICO TIPO B - 1;UN ;2023-09-03;1.000;4.050;8.750000;0.13;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ADEMILSON
"08567";TINTA SPRAY TEKBOND 350ML VERMELHO CLARO;UN ;2023-09-03;1.000;18.263;43.990000;0.64;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ADEMILSON
"14499";ROLO DE PINTURA DE ESPUMA AM. 15CM ATLAS;UN ;2023-09-03;1.000;3.615;8.150000;0.12;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ADEMILSON
"02012";SOLVENTE THINNER ANJO 900ML;UN ;2023-09-03;1.000;8.166;19.990000;0.29;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ADEMILSON
"12476";KIT DUCHA POP BR. REG. DESVIADOR 1/4 VOLTA ABS BR. FLEX. BR.;UN ;2023-10-16;1.000;26.598;52.800000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;INGRID
"13483";"LUVA BANHADA LATEX NATURAL VD 9""G - WORKER";UN ;2023-10-16;3.000;6.174;14.510000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;INGRID
"19583";LUVA MISTA TAM 9 G MODELO PETROLEIRA - WORKER;UN ;2023-10-16;1.000;12.408;29.160000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;INGRID
"18596";ROLO ANTIRRESPINGO ECON  LA SINT 1377-090 TIGRE;UN ;2024-06-10;1.000;6.270;12.410000;0.41;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ADEMILSON
"01969";SERRA STARRETT 18D;UN ;2023-08-09;1.000;5.237;13.750000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;CARLOS
"01842";INTER.SIMPLES 10A TABLET;UN ;2023-08-24;3.000;4.007;10.990000;0.14;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;YANKC
"01709";BUCHA RED.32X25MM CURTA KRONA;UN ;2023-07-30;2.000;0.497;1.430000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;YANKC
"07701";PAINEL LED 18W LUX QUADRADO EMBUTIR;UN ;2023-08-24;1.000;15.328;42.350000;0.18;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;YANKC
"19117";TINTA IPE TROPICAL GELO 18 BALDE;UN ;2023-08-06;1.000;101.797;179.290000;5.38;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ADEMILSON
"07116";LAPIS CARPINTEIRO MAD 18CM IRWIN;UN ;2024-06-11;2.000;1.417;2.990000;0.10;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ALEXANDRE
"00392";PREGO 1.1/4X13(15X15);UN ;2023-09-08;1.000;8.470;18.990000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ADEMILSON
"09336";FACA CHEFE INOX 10 PREMIUM BRANCA 24476180;UN ;2024-06-11;1.000;33.708;64.690000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ALEXANDRE
"09312";JOGO TRINCHANTE INOX 2PCS PLENUS MAR 23498410;UN ;2024-06-11;1.000;14.187;31.210000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ALEXANDRE
"01618";JOELHO SOLD.20MM 90G KRONA;UN ;2024-06-09;2.000;0.246;0.650000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ADEMILSON
"02214";ARMARIO/BANHEIRO C/ESPELHO 37X10 BEGE HERC 2653;UN ;2024-06-14;1.000;27.881;65.330000;0.33;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ADEMILSON
"13628";CHUMBADOR CBC C/PARAF(56314) AC UNC 5/16X3.1/4 ZB CISER;UN ;2024-06-10;8.000;2.350;6.050000;0.40;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ADEMILSON
"05210";FITA VEDA ROSCA 18MMX10M;UN ;2023-10-16;1.000;1.145;3.750000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;INGRID
"01694";LUVA SOLD.20MM KRONA;UN ;2024-06-09;1.000;0.257;0.650000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ADEMILSON
"13665";BUCHA PLASTICA C/ANEL 6MM CISER;UN ;2024-05-16;9.000;0.020;0.070000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;EMANUELLE
"20296";"63 PM PICCO MICRO CORRENTE";UN ;2024-04-19;1.000;58.163;98.990000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ADEMILSON
"08736";DISCO DIAMANTADO TURBO 110MM KAEF;UN ;2024-06-09;1.000;8.177;16.990000;0.21;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ADEMILSON
"08722";DISCO DE CORTE INOX 115X1.0X22.22MM CORTAG;UN ;2024-06-09;2.000;1.020;3.150000;0.08;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ADEMILSON
"03434";BOCAL SOQUETE C/RABICHO PRETO FIXO DECORLUX;UN ;2024-04-21;1.000;1.150;3.300000;0.01;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ADRYAN
"00737";FITA ISOLANTE 18MMX05M IMPERIAL;UN ;2024-04-21;1.000;1.715;3.250000;0.01;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ADRYAN
"16886";TAMPA P/VALVULA PIA E LAVAT. KRONA;UN ;2024-06-09;5.000;0.259;0.750000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ADEMILSON
"15248";LAMP HIGH LED TKL 270 / 50W 6500K E27-7897079076691;UN ;2024-04-22;2.000;12.855;41.700000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;GABRIEL
"18278";DELANIL MAD E MET VERDE FOLHA 750ML IQUINE;UN ;2024-06-09;1.000;18.075;32.990000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ADEMILSON
"16598";TORNEIRA COZINHA PAREDE B.ALTA 1/4 VOLTA 1/2 DN 15 C17;UN ;2024-06-09;1.000;55.900;106.490000;0.49;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ADEMILSON
"00026";CADEADO PADO 25MM;UN ;2024-06-21;2.000;10.310;24.990000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;INGRID
"01241";CAIXA DE LUZ 4X2 AMARELO;UN ;2024-06-23;11.000;0.674;1.760000;0.36;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ADEMILSON
"15437";"CHAVE PHILLIPS 3/16X4"" - WORKER";UN ;2024-06-28;1.000;2.800;7.690000;0.06;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ADEMILSON
"21005";**SUP MAO FRANCESA 38.5 X 23.5 CM BRANCO ;UN ;2024-06-08;1.000;4.640;12.500000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;INGRID
"04274";TINTA EXTRALATEX ROSA LOTUS 3.6ML;UN ;2024-06-07;1.000;51.776;66.900000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;INGRID
"12549";PLUGUE PAD 2P+T 20A 90 PT FAME;UN ;2024-06-07;1.000;4.115;8.250000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ADEMILSON
"09225";PNEU DE CARRO DE MAO 3.25X8 FOXLUX COD.F66.03;UN ;2023-09-03;1.000;22.446;70.390000;1.04;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ADEMILSON
"20890";MANGUEIRA GAS 1,20M ARQUA ;UN ;2024-06-07;1.000;6.213;11.790000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ADEMILSON
"20966";TRENA EMBORRACHADA 3 M X 16 MM;UN ;2024-06-28;1.000;4.310;9.500000;0.08;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ADEMILSON
"20962";SOLID - CHAVE DE FENDA 1/4 X 6;UN ;2024-06-07;1.000;2.290;5.250000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;INGRID
"20634";BROCA ACO RAPIDO 3/8  600/50;UN ;2024-06-06;1.000;5.294;11.150000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ALEXANDRE
"09253";ABRACADEIRA DE NYLON 280X4.8MM FOXLUX PT COD.18.18;UN ;2024-06-06;15.000;0.126;0.500000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ALEXANDRE
"17865";PARAFUSO PH AA PB AC 4,2X13 RI ZB CISER;UN ;2024-06-06;31.000;0.055;0.190000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ALEXANDRE
"00222";BUCHA RED.25X20MM SOLD CURTA KRONA;UN ;2023-07-30;2.000;0.250;0.660000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;YANKC
"01937";ADAPTADOR SOLD.CURTO 32X1 KRONA;UN ;2023-07-30;2.000;0.929;2.480000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;YANKC
"01706";UNIAO SOLD.20MM TIGRE;UN ;2023-07-30;1.000;2.630;7.260000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;YANKC
"15164";BOMBA PERIFERICA CLAW 220V - 0,5HP;UN ;2023-07-30;1.000;117.124;199.990000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;YANKC
"09254";ABRACADEIRA DE NYLON 370X7.0MM FOXLUX BR COD.18.10;UN ;2024-04-25;50.000;0.152;0.650000;1.63;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ADEMILSON
"18318";FITA QUALITAPE TRANSP. 48MM X 50M  TORRE ADELBRAS;UN ;2024-04-25;1.000;3.945;10.230000;0.51;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ADEMILSON
"18318";FITA QUALITAPE TRANSP. 48MM X 50M  TORRE ADELBRAS;UN ;2024-04-25;1.000;3.945;10.230000;0.51;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ADEMILSON
"13272";PARAF MAD 3,0X25 CHIPBOARD PZ VONDER;UN ;2023-09-03;90.000;0.028;0.110000;0.14;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ADEMILSON
"03818";PLUG MACHO 2P PRETO /BRANCO;UN ;2023-08-19;1.000;2.299;5.500000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;INGRID
"01692";UNIAO SOLD.25MM KRONA;UN ;2023-08-19;1.000;3.538;9.460000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;INGRID
"01905";CAIXA DAGUA 500 LT POLIET.TIGRE;CX ;2023-08-21;1.000;189.000;390.490000;0.32;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;YANKC
"00502";LAMPADA GELADEIRA/MICROONDAS 15W 220V;UN ;2024-03-18;2.000;2.439;5.500000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ADRYAN
"18706";ESMALTE HIDRA+ 750ML VERMELHO;UN ;2024-06-06;2.000;17.021;26.900000;1.80;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;EMANUELLE
"13919";"BROCA CONCRETO STANDARD 5;00MM - IRWIN";UN ;2024-06-28;1.000;3.630;8.800000;0.07;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ADEMILSON
"01694";LUVA SOLD.20MM KRONA;UN ;2024-03-21;2.000;0.307;0.650000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;GABRIEL
"20502";** CIMENTO APODI 50KG;UN ;2024-05-06;1.000;39.600;40.990000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;GABRIEL
"01931";JOELHO ESG.40MM 90G KRONA;PC ;2024-04-28;2.000;0.615;2.200000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ADRYAN
"01932";TE ESG.40MM KRONA;UN ;2024-04-28;1.000;1.216;3.300000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ADRYAN
"00256";COLA P/ CANO PVC 17G POLYTUBES;UN ;2024-04-28;1.000;1.210;2.750000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ADRYAN
"07878";TUBO ESG.BRANCO 40MM 6M KRONA;UN ;2024-04-28;0.500;16.060;36.100000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ADRYAN
"20415";BROCA ACO RAPIDO 6,5MM;UN ;2024-06-28;1.000;2.232;4.250000;0.03;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ADEMILSON
"20456";VASO VIETNAMITA 31 TERRACOTA;UN ;2024-06-12;1.000;29.170;52.500000;0.02;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;INGRID
"08415";CANO SOLDAVEL 50MM KRONA 6M;UN ;2024-03-28;1.200;38.110;75.990000;0.60;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;INGRID
"05602";JOELHO SOLD.50MM 90G KRONA;UN ;2024-03-28;1.000;2.178;5.450000;0.04;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;INGRID
"17516";MASCARA DE FELTRO PFF1 S/ VALVULA AZUL;UN ;2024-06-23;3.000;2.190;4.820000;0.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ADEMILSON
"06565";TRENA 10M;UN ;2024-06-11;1.000;30.461;75.350000;1.23;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;ALEXANDRE
"09069";LAMP HIGH LED TKL 110/20W;UN ;2024-06-14;2.000;5.027;16.000000;2.00;CONSUMIDOR LJ 2;TUTOIA ;CENTRO;INGRID
